iteration,residual_norm,correction_norm,state_jacobian_condition,state_jacobian_min_singular_value,linear_solver,step_factor,experiment,z_W0_m,smooth_width_m
7,1.0925874724916572e-08,4.109909814197049e-12,7320.990654583273,0.7622565675512993,solve,0.5,fixed_z_width_path,9800.0,25.0
0,4.17087187093923,0.007163122957386144,7339.664816468488,0.7603400719970251,solve,1.0,fixed_z_width_path,9800.0,10.0
1,0.009138168480880388,1.6496490323285452e-05,7374.065354263935,0.7603481020355278,solve,1.0,fixed_z_width_path,9800.0,10.0
2,3.2809105960429326e-07,3.083954621460999e-10,7373.9866482713915,0.7603480589418186,solve,1.0,fixed_z_width_path,9800.0,10.0
3,2.192724015694836e-07,1.6682220234954685e-10,7373.9866454650755,0.7603480586990768,solve,1.0,fixed_z_width_path,9800.0,10.0
4,4.350797840775775e-08,1.6544956932073644e-11,7373.985354801037,0.760347900293445,solve,0.5,fixed_z_width_path,9800.0,10.0
5,2.6942442529721524e-08,5.128778316749949e-12,7373.986649743578,0.7603480591324935,solve,0.25,fixed_z_width_path,9800.0,10.0
0,8.574051210077661e-08,4.174584670707715e-11,6056.9837333170035,0.8152915801395285,solve,1.0,fixed_z_width_path,9900.0,300.0
1,5.8732348293927266e-08,1.4298952955195557e-11,6056.981741991712,0.815291546161151,solve,0.5,fixed_z_width_path,9900.0,300.0
2,3.2792937724548096e-08,1.995384049350729e-12,6056.9817563183515,0.8152915464050331,solve,0.125,fixed_z_width_path,9900.0,300.0
3,1.9694735637285987e-08,5.993843711978117e-13,6056.981747606433,0.8152915462276771,solve,0.0625,fixed_z_width_path,9900.0,300.0
4,1.5907488201622348e-08,3.872646304180883e-12,6056.981741809395,0.8152915461775199,solve,0.5,fixed_z_width_path,9900.0,300.0
5,1.00105948606451e-08,1.21877955923809e-12,6056.981746895267,0.8152915462574895,solve,0.25,fixed_z_width_path,9900.0,300.0
0,136.34214897437377,0.2551450142594247,6364.849949101765,0.7716167684998294,solve,1.0,fixed_z_width_path,9900.0,200.0
1,12.014125905340652,0.019134051444031137,7513.325130497744,0.7726665654730402,solve,1.0,fixed_z_width_path,9900.0,200.0
2,0.08316369844521318,0.00012262379786760706,7420.938358662526,0.7725761457125547,solve,1.0,fixed_z_width_path,9900.0,200.0
3,4.299754399432156e-06,4.937732852516391e-09,7420.366348904724,0.772575449312529,solve,1.0,fixed_z_width_path,9900.0,200.0
4,1.5707366863565077e-07,6.99648941969087e-11,7420.364093509032,0.7725753995186688,solve,1.0,fixed_z_width_path,9900.0,200.0
5,5.712784136129925e-08,1.2725491463086919e-11,7420.364076979102,0.7725753992151121,solve,0.5,fixed_z_width_path,9900.0,200.0
6,3.2159714070738864e-08,7.160605648006945e-12,7420.364077365252,0.7725753992119353,solve,0.5,fixed_z_width_path,9900.0,200.0
7,1.8247228965420245e-08,4.064048528374139e-12,7420.364091306825,0.7725753995046933,solve,0.5,fixed_z_width_path,9900.0,200.0
0,136.21739431303493,0.2558891089709106,7892.243740806146,0.723142396865487,solve,1.0,fixed_z_width_path,9900.0,150.0
1,11.989213007802498,0.01921801850239976,9328.753885565904,0.7238894764223236,solve,1.0,fixed_z_width_path,9900.0,150.0
2,0.0835571102068896,0.00012345224769336863,9212.910390834242,0.7238203497611473,solve,1.0,fixed_z_width_path,9900.0,150.0
