method,t_h,x_m,z_m,u_m_s,w_m_s,m_kg,a,c,C_D,Re,S_i,η,R,driving_factor,m_dot
BDF,496.0,3388482.68076741,9618.026210884556,1.9098689455353153,-1.3696216833230795e-07,1.080229905506411e-09,5.3687607244799986e-05,0.00010737521448959997,9.830408028414446,2.4491873529525687,1.002204574198281,1.0236052421769113,0.002204649129425205,-7.493114418744354e-08,-1.3001645352711736e-19
BDF,496.1666666666667,3389628.6022454826,9618.026136222457,1.9098693188534503,-1.1197687445053682e-07,1.0802298253588535e-09,5.368760587740495e-05,0.0001073752117548099,9.830408511648224,2.449187212072687,1.002204568592584,1.0236052272444915,0.002204647676788702,-7.908420470228994e-08,-1.3722261409680184e-19
BDF,496.3333333333333,3390774.523928682,9618.026076785472,1.9098696160463242,-8.600204407626177e-08,1.0802297412581326e-09,5.368760444256505e-05,0.0001073752088851301,9.830409034151023,2.4491870597445047,1.0022045641299964,1.0236052153570945,0.0022046465053363272,-8.237533996027432e-08,-1.4293320785022874e-19
BDF,496.5,3391920.4457680513,9618.026033130654,1.9098698343285814,-5.933342920889103e-08,1.0802296541658668e-09,5.36876029566864e-05,0.0001073752059133728,9.830409589843876,2.4491868977402578,1.0022045608524897,1.023605206626131,0.002204645626175602,-8.477368594562648e-08,-1.4709468139623055e-19
BDF,496.6666666666667,3393066.367714272,9618.026005614138,1.9098699719194336,-3.226494536519213e-08,1.0802295650497828e-09,5.368760143627936e-05,0.00010737520287255873,9.830410172457555,2.449186727887656,1.002204558786773,1.0236052011228276,0.0022046450466692226,-8.625989627491018e-08,-1.4967346616125494e-19
BDF,496.8333333333333,3394212.289718399,9618.02599439257,1.909870028035586,-5.086631363135535e-09,1.0802294748693736e-09,5.368759989771382e-05,0.00010737519979542765,9.830410775599747,2.4491865520502865,1.0022045579439351,1.0236051988785142,0.0022046447704512457,-8.682651609758646e-08,-1.5065662715052206e-19
BDF,497.0,3395358.211731701,9618.025999441878,1.9098700027973188,2.1915755100417345e-08,1.0802293845790978e-09,5.368759835727376e-05,0.00010737519671454752,9.83041139277111,2.4491863721229423,1.0022045583227703,1.0236051998883755,0.0022046447977795195,-8.647500918590109e-08,-1.5004670450548513e-19
BDF,497.1666666666667,3396504.133705738,9618.026020569061,1.9098698971695296,4.846049804832392e-08,1.080229295127122e-09,5.368759683113584e-05,0.00010737519366227168,9.830412017376927,2.4491861900282172,1.0022045599090421,1.0236052041138124,0.002204645125755057,-8.521671294265884e-08,-1.4786337056942553e-19
BDF,497.3333333333333,3397650.0555927916,9618.026057416468,1.9098697129403772,7.427243444479085e-08,1.0802292074465926e-09,5.3687595335220435e-05,0.00010737519067044087,9.83041264278917,2.449186007698418,1.0022045626757223,1.0236052114832936,0.002204645748395044,-8.307267271171273e-08,-1.4414314237901696e-19
BDF,497.5,3398795.9773464175,9618.02610946499,1.9098694527053603,9.908613915105233e-08,1.0802291224451288e-09,5.3687593885012426e-05,0.00010737518777002485,9.830413262421475,2.449185827053701,1.0022045665836832,1.023605221892998,0.0022046466566849757,-8.007300179944249e-08,-1.3893827119540472e-19
